title,authors,year,subject,cover_url,filename
Little Bear's Visit,Else Holmelund Minarik,1961,children,http://covers.openlibrary.org/b/id/3092492-L.jpg,book_covers\2416_Little_Bear's_Visit.jpg
My Sister's Keeper,Jodi Picoult,2004,children,http://covers.openlibrary.org/b/id/12643437-L.jpg,book_covers\2417_My_Sister's_Keeper.jpg
Le cadeau,Danielle Steel,1994,children,http://covers.openlibrary.org/b/id/4918038-L.jpg,book_covers\2418_Le_cadeau.jpg
The history of little Henry and his bearer,Mrs. Mary Martha (Butt) Sherwood,1817,children,http://covers.openlibrary.org/b/id/11298921-L.jpg,book_covers\2419_The_history_of_little_Henry_and_his_bearer.jpg
"Les veillées du chateau, ou, Cours de morale a l'usage des enfans","Stéphanie Félicité, comtesse de Genlis",1784,children,http://covers.openlibrary.org/b/id/5748201-L.jpg,"book_covers\2420_Les_veillées_du_chateau,_ou,_Cours_de_morale_a_l'usage_des_enfans.jpg"
Innocent Voyage,"Richard Hughes, Richard Arthur Warren Hughes",1929,children,http://covers.openlibrary.org/b/id/717537-L.jpg,book_covers\2421_Innocent_Voyage.jpg
Ramona and Her Mother,Beverly Cleary,1979,children,http://covers.openlibrary.org/b/id/9400388-L.jpg,book_covers\2422_Ramona_and_Her_Mother.jpg
Otherwise Known as Sheila the Great,Judy Blume,1972,children,http://covers.openlibrary.org/b/id/10830248-L.jpg,book_covers\2423_Otherwise_Known_as_Sheila_the_Great.jpg
The Silver Sword,Ian Serraillier,1956,children,http://covers.openlibrary.org/b/id/383863-L.jpg,book_covers\2424_The_Silver_Sword.jpg
Blubber,Judy Blume,1972,children,http://covers.openlibrary.org/b/id/9268207-L.jpg,book_covers\2425_Blubber.jpg
Swimmy,"Leo Lionni, Xosé Manuel González, Ignasi Centelles",1963,children,http://covers.openlibrary.org/b/id/5017594-L.jpg,book_covers\2426_Swimmy.jpg
The Endless Steppe,Esther Rudomin Hautzig,1968,children,http://covers.openlibrary.org/b/id/52034-L.jpg,book_covers\2427_The_Endless_Steppe.jpg
The Lost Hero,Rick Riordan,2010,children,http://covers.openlibrary.org/b/id/12848687-L.jpg,book_covers\2428_The_Lost_Hero.jpg
The Polar Express Gift Set,Chris Van Allsburg,1985,children,http://covers.openlibrary.org/b/id/394670-L.jpg,book_covers\2429_The_Polar_Express_Gift_Set.jpg
Hymns in prose for children,Anna Laetitia Barbauld,1786,children,http://covers.openlibrary.org/b/id/5894543-L.jpg,book_covers\2430_Hymns_in_prose_for_children.jpg
"Gone, Baby, Gone",Dennis Lehane,1998,children,http://covers.openlibrary.org/b/id/235422-L.jpg,"book_covers\2431_Gone,_Baby,_Gone.jpg"
Le jugement moral chez l'enfant,Jean Piaget,1924,children,http://covers.openlibrary.org/b/id/972550-L.jpg,book_covers\2432_Le_jugement_moral_chez_l'enfant.jpg
The Wolves of Willoughby Chase (Wolves #1),Joan Aiken,1911,children,http://covers.openlibrary.org/b/id/239726-L.jpg,book_covers\2433_The_Wolves_of_Willoughby_Chase_(Wolves_#1).jpg
"Gentle measures in the management and training of the young; or, The principles onwhich a firm parental authority may be established and maintained",Jacob Abbott,1871,children,http://covers.openlibrary.org/b/id/6037800-L.jpg,"book_covers\2434_Gentle_measures_in_the_management_and_training_of_the_young;_or,_The_principles_onwhich_a_firm_parental_authority_may_be_established_and_maintained.jpg"
Le premier homme,Albert Camus,1994,children,http://covers.openlibrary.org/b/id/14434985-L.jpg,book_covers\2435_Le_premier_homme.jpg
A boy's town,William Dean Howells,1890,children,http://covers.openlibrary.org/b/id/14822347-L.jpg,book_covers\2436_A_boy's_town.jpg
The gates ajar,Elizabeth Stuart Phelps,1868,children,http://covers.openlibrary.org/b/id/5676073-L.jpg,book_covers\2437_The_gates_ajar.jpg
Madeline's Rescue,Ludwig Bemelmans,1900,children,http://covers.openlibrary.org/b/id/973931-L.jpg,book_covers\2438_Madeline's_Rescue.jpg
"The young outlaw, or, Adrift in the streets","Horatio Alger, Jr.",1875,children,http://covers.openlibrary.org/b/id/5681400-L.jpg,"book_covers\2439_The_young_outlaw,_or,_Adrift_in_the_streets.jpg"
The Accidental Tourist,Anne Tyler,1985,children,http://covers.openlibrary.org/b/id/4150580-L.jpg,book_covers\2440_The_Accidental_Tourist.jpg
Farewell to Manzanar,"Jeanne Wakatsuki Houston, James D. Houston",1758,children,http://covers.openlibrary.org/b/id/6897134-L.jpg,book_covers\2441_Farewell_to_Manzanar.jpg
The Great Gilly Hopkins (M Books),Katherine Paterson,1978,children,http://covers.openlibrary.org/b/id/2292779-L.jpg,book_covers\2442_The_Great_Gilly_Hopkins_(M_Books).jpg
Lille pige med svovlstikkerne,"Hans Christian Andersen, Bill Bowler",1944,children,http://covers.openlibrary.org/b/id/446553-L.jpg,book_covers\2443_Lille_pige_med_svovlstikkerne.jpg
Invincible Louisa,"Cornelia Meigs, Meigs, Ciornelia, Illustrated",1933,children,http://covers.openlibrary.org/b/id/7271719-L.jpg,book_covers\2444_Invincible_Louisa.jpg
The Greengage summer,Rumer Godden,1958,children,http://covers.openlibrary.org/b/id/195973-L.jpg,book_covers\2445_The_Greengage_summer.jpg
Family law,Great Britain. Law Commission.,1960,children,http://covers.openlibrary.org/b/id/4952835-L.jpg,book_covers\2446_Family_law.jpg
The Whipping Boy,Sid Fleischman,1986,children,http://covers.openlibrary.org/b/id/27023-L.jpg,book_covers\2447_The_Whipping_Boy.jpg
Captain January,"Laura Elizabeth Howe Richards, Laura Richards",1890,children,http://covers.openlibrary.org/b/id/1761223-L.jpg,book_covers\2448_Captain_January.jpg
Princess and the Pea,"Hans Christian Andersen, Barbara Lanza, Kari James",1967,children,http://covers.openlibrary.org/b/id/11698786-L.jpg,book_covers\2449_Princess_and_the_Pea.jpg
The Complete Works of Lewis Carroll,Lewis Carroll,1900,children,http://covers.openlibrary.org/b/id/13615191-L.jpg,book_covers\2450_The_Complete_Works_of_Lewis_Carroll.jpg
Angela's Ashes,Frank McCourt,1996,children,http://covers.openlibrary.org/b/id/8231802-L.jpg,book_covers\2451_Angela's_Ashes.jpg
Rollo at play,Jacob Abbott,1838,children,http://covers.openlibrary.org/b/id/5914358-L.jpg,book_covers\2452_Rollo_at_play.jpg
Représentation du monde chez l'enfant,Jean Piaget,1929,children,http://covers.openlibrary.org/b/id/7147659-L.jpg,book_covers\2453_Représentation_du_monde_chez_l'enfant.jpg
Zlatin dnevnik,Zlata Filipović,1993,children,http://covers.openlibrary.org/b/id/3899848-L.jpg,book_covers\2454_Zlatin_dnevnik.jpg
Pippi Långstrump går ombord,Astrid Lindgren,1946,children,http://covers.openlibrary.org/b/id/117450-L.jpg,book_covers\2455_Pippi_Långstrump_går_ombord.jpg
Private Peaceful,"Michael Morpurgo, Diane Ménard, Simon Reade, Mirentxu Larrañaga Sueskun",1962,children,http://covers.openlibrary.org/b/id/10875-L.jpg,book_covers\2456_Private_Peaceful.jpg
Rollo in Paris,Jacob Abbott,1854,children,http://covers.openlibrary.org/b/id/5789686-L.jpg,book_covers\2457_Rollo_in_Paris.jpg
Annual Report of the Board of Education,"Massachusetts Board of Education, Board of Education",1863,children,http://covers.openlibrary.org/b/id/5996084-L.jpg,book_covers\2458_Annual_Report_of_the_Board_of_Education.jpg
The Door in the Wall,"Marguerite de Angeli, Paul Champanier, Linda Stewart, José Luis Haering",1949,children,http://covers.openlibrary.org/b/id/238160-L.jpg,book_covers\2459_The_Door_in_the_Wall.jpg
The Hoosier school-boy,Edward Eggleston,1883,children,http://covers.openlibrary.org/b/id/5556009-L.jpg,book_covers\2460_The_Hoosier_school-boy.jpg
The Yellow House Mystery,"Gertrude Chandler Warner, Shane Clester, Mary Gehr",1953,children,http://covers.openlibrary.org/b/id/6577272-L.jpg,book_covers\2461_The_Yellow_House_Mystery.jpg
A Bell for Ursli,"Selina Chönz, Alois Carigiet",1950,children,http://covers.openlibrary.org/b/id/3177892-L.jpg,book_covers\2462_A_Bell_for_Ursli.jpg
Skulduggery Pleasant,"Derek Landy, LANDY DEREK, Tom Percival",2006,children,http://covers.openlibrary.org/b/id/48006-L.jpg,book_covers\2463_Skulduggery_Pleasant.jpg
Lamb's adventures of Ulysses,Charles Lamb,1808,children,http://covers.openlibrary.org/b/id/6121773-L.jpg,book_covers\2464_Lamb's_adventures_of_Ulysses.jpg
The cuckoo clock,Mary Louisa Molesworth,1877,children,http://covers.openlibrary.org/b/id/5903298-L.jpg,book_covers\2465_The_cuckoo_clock.jpg
The Island of Adventure,Enid Blyton,1944,children,http://covers.openlibrary.org/b/id/14596605-L.jpg,book_covers\2466_The_Island_of_Adventure.jpg
How children develop,"Robert S. Siegler, Nancy Eisenberg, Judy S. Deloache, Jenny Saffran, Judy S. DeLoache, Elizabeth Gershoff, Campbell Leaper, Robert Siegler, Jenny Saffran, Elizabeth Gershoff, Nancy Eisenberg, Judy DeLoache, Susan Graham",2002,children,http://covers.openlibrary.org/b/id/4262023-L.jpg,book_covers\2467_How_children_develop.jpg
The Way the Crow Flies,Ann-Marie MacDonald,2003,children,http://covers.openlibrary.org/b/id/31067-L.jpg,book_covers\2468_The_Way_the_Crow_Flies.jpg
The flight of Pony Baker,William Dean Howells,1902,children,http://covers.openlibrary.org/b/id/14822102-L.jpg,book_covers\2469_The_flight_of_Pony_Baker.jpg
Dark Places,Gillian Flynn,2009,children,http://covers.openlibrary.org/b/id/5728115-L.jpg,book_covers\2470_Dark_Places.jpg
A book of nonsense,Edward Lear,1800,children,http://covers.openlibrary.org/b/id/417635-L.jpg,book_covers\2471_A_book_of_nonsense.jpg
Growing up in New Guinea,Margaret Mead,1930,children,http://covers.openlibrary.org/b/id/4656833-L.jpg,book_covers\2472_Growing_up_in_New_Guinea.jpg
Written for children: an outline of English children's literature,John Rowe Townsend,1965,children,http://covers.openlibrary.org/b/id/5291025-L.jpg,book_covers\2473_Written_for_children:_an_outline_of_English_children's_literature.jpg
The Bronze Bow,Elizabeth George Speare,1961,children,http://covers.openlibrary.org/b/id/255407-L.jpg,book_covers\2474_The_Bronze_Bow.jpg
The Napping House (La Casa Adormecida),"Audrey Wood, Don Wood",1984,children,http://covers.openlibrary.org/b/id/114437-L.jpg,book_covers\2475_The_Napping_House_(La_Casa_Adormecida).jpg
Fox in Socks,Dr. Seuss,1965,children,http://covers.openlibrary.org/b/id/8832133-L.jpg,book_covers\2476_Fox_in_Socks.jpg
"The history of the Fairchid family, or the child's manual",Mrs. Mary Martha (Butt) Sherwood,1818,children,http://covers.openlibrary.org/b/id/6054445-L.jpg,"book_covers\2477_The_history_of_the_Fairchid_family,_or_the_child's_manual.jpg"
Walkabout,"James Vance Marshall, Jim Alderson, Gillian Porter Ladousse",1959,children,http://covers.openlibrary.org/b/id/8659516-L.jpg,book_covers\2478_Walkabout.jpg
Rebecca of Sunnybrook Farm,Kate Douglas Smith Wiggin,1903,children,http://covers.openlibrary.org/b/id/102172-L.jpg,book_covers\2479_Rebecca_of_Sunnybrook_Farm.jpg
Sharp Objects,Gillian Flynn,2006,children,http://covers.openlibrary.org/b/id/167973-L.jpg,book_covers\2480_Sharp_Objects.jpg
The Midnight Fox,Betsy Cromer Byars,1968,children,http://covers.openlibrary.org/b/id/101356-L.jpg,book_covers\2481_The_Midnight_Fox.jpg
Rollo in Geneva,Jacob Abbott,1857,children,http://covers.openlibrary.org/b/id/5580990-L.jpg,book_covers\2482_Rollo_in_Geneva.jpg
Rollo on the Rhine,Jacob Abbott,1855,children,http://covers.openlibrary.org/b/id/5575582-L.jpg,book_covers\2483_Rollo_on_the_Rhine.jpg
Red Rooney,Robert Michael Ballantyne,1886,children,http://covers.openlibrary.org/b/id/2751780-L.jpg,book_covers\2484_Red_Rooney.jpg
The Painted Bird,Jerzy N. Kosinski,1965,children,http://covers.openlibrary.org/b/id/7165920-L.jpg,book_covers\2485_The_Painted_Bird.jpg
Misalliance,George Bernard Shaw,1957,children,http://covers.openlibrary.org/b/id/3221743-L.jpg,book_covers\2486_Misalliance.jpg
Blueberries for Sal,Robert McCloskey,1948,children,http://covers.openlibrary.org/b/id/11307420-L.jpg,book_covers\2487_Blueberries_for_Sal.jpg
A Long Way Gone,Ishmael Beah,2007,children,http://covers.openlibrary.org/b/id/11592698-L.jpg,book_covers\2488_A_Long_Way_Gone.jpg
L'amour ne suffit pas,"Bruno Bettelheim, Bruno Bettelheim, Bettelheim-B",1950,children,http://covers.openlibrary.org/b/id/18640-L.jpg,book_covers\2489_L'amour_ne_suffit_pas.jpg
Langage et la pensée chez l'enfant,Jean Piaget,1926,children,http://covers.openlibrary.org/b/id/266715-L.jpg,book_covers\2490_Langage_et_la_pensée_chez_l'enfant.jpg
Advice to a Mother on the Management of Her Children,"Pye Henry Chavasse, Pye Henry Chavasse",1878,children,http://covers.openlibrary.org/b/id/1755163-L.jpg,book_covers\2491_Advice_to_a_Mother_on_the_Management_of_Her_Children.jpg
Looking After Children,Dept.of Health,1991,children,http://covers.openlibrary.org/b/id/2319903-L.jpg,book_covers\2492_Looking_After_Children.jpg
Helen's babies,John Habberton,1876,children,http://covers.openlibrary.org/b/id/4813336-L.jpg,book_covers\2493_Helen's_babies.jpg
Children,John W. Santrock,1988,children,http://covers.openlibrary.org/b/id/446064-L.jpg,book_covers\2494_Children.jpg
The river,Rumer Godden,1946,children,http://covers.openlibrary.org/b/id/198579-L.jpg,book_covers\2495_The_river.jpg
Walker Evans,"Walker Evans, Jeff L. Rosenheim, Maria Morris Hambourg, Douglas Eklund, Mia Fineman",1938,children,http://covers.openlibrary.org/b/id/2096352-L.jpg,book_covers\2496_Walker_Evans.jpg
Tarnished Gold,V. C. Andrews,1996,children,http://covers.openlibrary.org/b/id/9362342-L.jpg,book_covers\2497_Tarnished_Gold.jpg
Sammy the Seal,Syd Hoff,1959,children,http://covers.openlibrary.org/b/id/11111853-L.jpg,book_covers\2498_Sammy_the_Seal.jpg
Stink,Megan McDonald,2001,children,http://covers.openlibrary.org/b/id/516080-L.jpg,book_covers\2499_Stink.jpg
The flower of the family,"Elizabeth Prentiss, George Melville Baker, Gene Fedele",1853,children,http://covers.openlibrary.org/b/id/5584366-L.jpg,book_covers\2500_The_flower_of_the_family.jpg
Le General Dourakine,"Sophie, comtesse de Ségur",1867,children,http://covers.openlibrary.org/b/id/7284377-L.jpg,book_covers\2501_Le_General_Dourakine.jpg
A Hole Is to Dig,Ruth Krauss,1952,children,http://covers.openlibrary.org/b/id/23794-L.jpg,book_covers\2502_A_Hole_Is_to_Dig.jpg
The angel of darkness,Caleb Carr,1997,children,http://covers.openlibrary.org/b/id/418131-L.jpg,book_covers\2503_The_angel_of_darkness.jpg
Chinese Cinderella,Adeline Yen Mah,1999,children,http://covers.openlibrary.org/b/id/239655-L.jpg,book_covers\2504_Chinese_Cinderella.jpg
"The mother at home, or, The principles of maternal duty familiarly illustrated","John S. C. Abbott, Jacob Abbott",1833,children,http://covers.openlibrary.org/b/id/4618884-L.jpg,"book_covers\2505_The_mother_at_home,_or,_The_principles_of_maternal_duty_familiarly_illustrated.jpg"
Rollo on the Atlantic,Jacob Abbott,1853,children,http://covers.openlibrary.org/b/id/5887162-L.jpg,book_covers\2506_Rollo_on_the_Atlantic.jpg
Songs of Innocence,William Blake,1789,children,http://covers.openlibrary.org/b/id/309009-L.jpg,book_covers\2507_Songs_of_Innocence.jpg
The infant's progress,Mrs. Mary Martha (Butt) Sherwood,1821,children,http://covers.openlibrary.org/b/id/6207711-L.jpg,book_covers\2508_The_infant's_progress.jpg
A Child's Dream of a Star,Charles Dickens,1870,children,http://covers.openlibrary.org/b/id/9286128-L.jpg,book_covers\2509_A_Child's_Dream_of_a_Star.jpg
Living with grief,"Joyce Davidson, Kenneth J. Doka",1999,children,http://covers.openlibrary.org/b/id/6532371-L.jpg,book_covers\2510_Living_with_grief.jpg
The Magic School Bus,Joanna Cole,1990,children,http://covers.openlibrary.org/b/id/383710-L.jpg,book_covers\2511_The_Magic_School_Bus.jpg
The Snow-Image,Nathaniel Hawthorne,1864,children,http://covers.openlibrary.org/b/id/10223437-L.jpg,book_covers\2512_The_Snow-Image.jpg
Paddy Clarke Ha Ha Ha,Roddy Doyle,1984,children,http://covers.openlibrary.org/b/id/8259705-L.jpg,book_covers\2513_Paddy_Clarke_Ha_Ha_Ha.jpg
The giant killer,A. L. O. E.,1825,children,http://covers.openlibrary.org/b/id/11493808-L.jpg,book_covers\2514_The_giant_killer.jpg
"Delegates to the eleventh National 4-H Club Camp, Washington, D. C., June 17 - 23, 1937",United States. Extension Service,1937,children,http://covers.openlibrary.org/b/id/9265345-L.jpg,"book_covers\2515_Delegates_to_the_eleventh_National_4-H_Club_Camp,_Washington,_D._C.,_June_17_-_23,_1937.jpg"
The Birds' Christmas Carol,Kate Douglas Smith Wiggin,1889,children,http://covers.openlibrary.org/b/id/5819063-L.jpg,book_covers\2516_The_Birds'_Christmas_Carol.jpg
Disney's The jungle book,Rudyard Kipling,1967,children,http://covers.openlibrary.org/b/id/818910-L.jpg,book_covers\2517_Disney's_The_jungle_book.jpg
Olivia,Ian Falconer,2000,children,http://covers.openlibrary.org/b/id/954704-L.jpg,book_covers\2518_Olivia.jpg
Scary stories to tell in the dark,Alvin Schwartz,1981,children,http://covers.openlibrary.org/b/id/12634210-L.jpg,book_covers\2519_Scary_stories_to_tell_in_the_dark.jpg
Kennedys hjärna,Henning Mankell,2005,children,http://covers.openlibrary.org/b/id/9407710-L.jpg,book_covers\2520_Kennedys_hjärna.jpg
Pride and Prejudice,Jane Austen,1813,drama,http://covers.openlibrary.org/b/id/14348537-L.jpg,book_covers\2521_Pride_and_Prejudice.jpg
Wuthering Heights,Emily Brontë,1846,drama,http://covers.openlibrary.org/b/id/12818862-L.jpg,book_covers\2522_Wuthering_Heights.jpg
A Christmas Carol,Charles Dickens,1843,drama,http://covers.openlibrary.org/b/id/13299222-L.jpg,book_covers\2523_A_Christmas_Carol.jpg
Oliver Twist,Charles Dickens,1822,drama,http://covers.openlibrary.org/b/id/13300802-L.jpg,book_covers\2524_Oliver_Twist.jpg
A Tale of Two Cities,"Charles Dickens, Aedi Abraham, Juan Ramon Torregrosa, Francisco Manuel GRANADO CASTRO, Hablot K. BROWNE, Fred BARNARD, Alejo García Moreno, Salustiano Masó Simón, Juan Ramon Torregrosa Torregrosa, Victor G Ambrus, Laura Santamaria, Laura Santamaria, J. J. Bernier, maxi sanchez, jaime arbe, Marion Leighton, Miguel Muñoz, Julius Julius Seybt, Julius Seybt",1800,drama,http://covers.openlibrary.org/b/id/13301713-L.jpg,book_covers\2525_A_Tale_of_Two_Cities.jpg
The Wonderful Wizard of Oz,L. Frank Baum,1899,drama,http://covers.openlibrary.org/b/id/552443-L.jpg,book_covers\2526_The_Wonderful_Wizard_of_Oz.jpg
Great Expectations,"Charles Dickens, Charles Dickens",1861,drama,http://covers.openlibrary.org/b/id/13322313-L.jpg,book_covers\2527_Great_Expectations.jpg
Hamlet,William Shakespeare,1603,drama,http://covers.openlibrary.org/b/id/8281954-L.jpg,book_covers\2528_Hamlet.jpg
The Hound of the Baskervilles,Arthur Conan Doyle,1900,drama,http://covers.openlibrary.org/b/id/8063264-L.jpg,book_covers\2529_The_Hound_of_the_Baskervilles.jpg
The Great Gatsby,F. Scott Fitzgerald,1920,drama,http://covers.openlibrary.org/b/id/10590366-L.jpg,book_covers\2530_The_Great_Gatsby.jpg
Moby Dick,Herman Melville,1851,drama,http://covers.openlibrary.org/b/id/10544254-L.jpg,book_covers\2531_Moby_Dick.jpg
Mansfield Park,"Jane Austen, Jane Austen",1814,drama,http://covers.openlibrary.org/b/id/14618737-L.jpg,book_covers\2532_Mansfield_Park.jpg
Ὀδύσσεια,Όμηρος,1488,drama,http://covers.openlibrary.org/b/id/9045853-L.jpg,book_covers\2533_Ὀδύσσεια.jpg
King Lear,"William Shakespeare, Joan Sellent",1608,drama,http://covers.openlibrary.org/b/id/7420452-L.jpg,book_covers\2534_King_Lear.jpg
The Railway Children,Edith Nesbit,1900,drama,http://covers.openlibrary.org/b/id/13241123-L.jpg,book_covers\2535_The_Railway_Children.jpg
Romeo and Juliet,William Shakespeare,1597,drama,http://covers.openlibrary.org/b/id/8257991-L.jpg,book_covers\2536_Romeo_and_Juliet.jpg
Macbeth,William Shakespeare,1508,drama,http://covers.openlibrary.org/b/id/872432-L.jpg,book_covers\2537_Macbeth.jpg
A Midsummer Night's Dream,William Shakespeare,1600,drama,http://covers.openlibrary.org/b/id/7205924-L.jpg,book_covers\2538_A_Midsummer_Night's_Dream.jpg
Anna Karenina,Лев Толстой,1876,drama,http://covers.openlibrary.org/b/id/2560652-L.jpg,book_covers\2539_Anna_Karenina.jpg
The Last of the Mohicans,James Fenimore Cooper,1826,drama,http://covers.openlibrary.org/b/id/8236937-L.jpg,book_covers\2540_The_Last_of_the_Mohicans.jpg
David Copperfield,"Charles Dickens, Francesc Ràfolsen, Mary Sebag-Montefiore, Ginger Roberts Brackett, Manuel Rodríguez Navas y Carrasco., Jose KING",1800,drama,http://covers.openlibrary.org/b/id/1048892-L.jpg,book_covers\2541_David_Copperfield.jpg
Tempest,William Shakespeare,1611,drama,http://covers.openlibrary.org/b/id/8155661-L.jpg,book_covers\2542_Tempest.jpg
The Merchant of Venice,William Shakespeare,1600,drama,http://covers.openlibrary.org/b/id/7182819-L.jpg,book_covers\2543_The_Merchant_of_Venice.jpg
Le Comte de Monte Cristo,Alexandre Dumas,1830,drama,http://covers.openlibrary.org/b/id/14566393-L.jpg,book_covers\2544_Le_Comte_de_Monte_Cristo.jpg
Dracula,Bram Stoker,1897,drama,http://covers.openlibrary.org/b/id/12216503-L.jpg,book_covers\2545_Dracula.jpg
Three Men in a Boat (to say nothing of the dog),Jerome Klapka Jerome,1889,drama,http://covers.openlibrary.org/b/id/8243006-L.jpg,book_covers\2546_Three_Men_in_a_Boat_(to_say_nothing_of_the_dog).jpg
Othello,William Shakespeare,1622,drama,http://covers.openlibrary.org/b/id/7165018-L.jpg,book_covers\2547_Othello.jpg
Julius Caesar,William Shakespeare,1684,drama,http://covers.openlibrary.org/b/id/7901303-L.jpg,book_covers\2548_Julius_Caesar.jpg
The House of Mirth,Edith Wharton,1905,drama,http://covers.openlibrary.org/b/id/9329539-L.jpg,book_covers\2549_The_House_of_Mirth.jpg
The Moonstone,"Wilkie Collins, Pieter Koster, Sandra Kemp, Andronum",1868,drama,http://covers.openlibrary.org/b/id/8237041-L.jpg,book_covers\2550_The_Moonstone.jpg
Twelfth Night,William Shakespeare,1734,drama,http://covers.openlibrary.org/b/id/9119932-L.jpg,book_covers\2551_Twelfth_Night.jpg
Faust,Johann Wolfgang von Goethe,1800,drama,http://covers.openlibrary.org/b/id/6499459-L.jpg,book_covers\2552_Faust.jpg
King Richard II,William Shakespeare,1597,drama,http://covers.openlibrary.org/b/id/9069548-L.jpg,book_covers\2553_King_Richard_II.jpg
Moll Flanders,Daniel Defoe,1722,drama,http://covers.openlibrary.org/b/id/12997559-L.jpg,book_covers\2554_Moll_Flanders.jpg
Flatland,Edwin Abbott Abbott,1884,drama,http://covers.openlibrary.org/b/id/10069547-L.jpg,book_covers\2555_Flatland.jpg
"Villette, a novel",Charlotte Brontë,1853,drama,http://covers.openlibrary.org/b/id/5737854-L.jpg,"book_covers\2556_Villette,_a_novel.jpg"
King Henry V,William Shakespeare,1600,drama,http://covers.openlibrary.org/b/id/7420215-L.jpg,book_covers\2557_King_Henry_V.jpg
The deerslayer,James Fenimore Cooper,1841,drama,http://covers.openlibrary.org/b/id/8237593-L.jpg,book_covers\2558_The_deerslayer.jpg
The Man Who Was Thursday,Gilbert Keith Chesterton,1908,drama,http://covers.openlibrary.org/b/id/8242857-L.jpg,book_covers\2559_The_Man_Who_Was_Thursday.jpg
Cranford,Elizabeth Cleghorn Gaskell,1853,drama,http://covers.openlibrary.org/b/id/5188445-L.jpg,book_covers\2560_Cranford.jpg
As You Like It,William Shakespeare,1734,drama,http://covers.openlibrary.org/b/id/7338874-L.jpg,book_covers\2561_As_You_Like_It.jpg
Aeneis,Publius Vergilius Maro,1710,drama,http://covers.openlibrary.org/b/id/6968564-L.jpg,book_covers\2562_Aeneis.jpg
Heart of Darkness,Joseph Conrad,1899,drama,http://covers.openlibrary.org/b/id/12307847-L.jpg,book_covers\2563_Heart_of_Darkness.jpg
La dame aux camélias [novel],Alexandre Dumas fils,1848,drama,http://covers.openlibrary.org/b/id/14565226-L.jpg,book_covers\2564_La_dame_aux_camélias_[novel].jpg
The Importance of Being Earnest,Oscar Wilde,1893,drama,http://covers.openlibrary.org/b/id/1260453-L.jpg,book_covers\2565_The_Importance_of_Being_Earnest.jpg
A la recherche du temps perdu,Marcel Proust,1914,drama,http://covers.openlibrary.org/b/id/12332709-L.jpg,book_covers\2566_A_la_recherche_du_temps_perdu.jpg
Nineteen Eighty-Four,George Orwell,1949,drama,http://covers.openlibrary.org/b/id/9267242-L.jpg,book_covers\2567_Nineteen_Eighty-Four.jpg
King Henry IV. Part 1,William Shakespeare,1598,drama,http://covers.openlibrary.org/b/id/116833-L.jpg,book_covers\2568_King_Henry_IV._Part_1.jpg
Peter Pan,J. M. Barrie,1911,drama,http://covers.openlibrary.org/b/id/8237052-L.jpg,book_covers\2569_Peter_Pan.jpg
Antony and Cleopatra,William Shakespeare,1734,drama,http://covers.openlibrary.org/b/id/8222096-L.jpg,book_covers\2570_Antony_and_Cleopatra.jpg
King Richard III,William Shakespeare,1597,drama,http://covers.openlibrary.org/b/id/9020720-L.jpg,book_covers\2571_King_Richard_III.jpg
Much Ado About Nothing,William Shakespeare,1600,drama,http://covers.openlibrary.org/b/id/8290853-L.jpg,book_covers\2572_Much_Ado_About_Nothing.jpg
The Woodlanders,Thomas Hardy,1800,drama,http://covers.openlibrary.org/b/id/8243078-L.jpg,book_covers\2573_The_Woodlanders.jpg
Le petit prince,Antoine de Saint-Exupéry,1943,drama,http://covers.openlibrary.org/b/id/10708272-L.jpg,book_covers\2574_Le_petit_prince.jpg
The Taming of the Shrew,William Shakespeare,1631,drama,http://covers.openlibrary.org/b/id/7889534-L.jpg,book_covers\2575_The_Taming_of_the_Shrew.jpg
King Henry IV. Part 2,William Shakespeare,1600,drama,http://covers.openlibrary.org/b/id/7339581-L.jpg,book_covers\2576_King_Henry_IV._Part_2.jpg
Winter's Tale,William Shakespeare,1735,drama,http://covers.openlibrary.org/b/id/7405847-L.jpg,book_covers\2577_Winter's_Tale.jpg
Two Gentlemen of Verona,William Shakespeare,1632,drama,http://covers.openlibrary.org/b/id/8791306-L.jpg,book_covers\2578_Two_Gentlemen_of_Verona.jpg
Der Ritt der Walkuren,"Richard Wagner, Stewart Spencer, Barry Millington, Jean d' Ariège, Nicholas John, Andrew Porter, William Ryden, Albert E Wier, T. Noyes Lewis, Edward Benson",1800,drama,http://covers.openlibrary.org/b/id/8243672-L.jpg,book_covers\2579_Der_Ritt_der_Walkuren.jpg
Hamlet,William Shakespeare,1876,drama,http://covers.openlibrary.org/b/id/12292870-L.jpg,book_covers\2580_Hamlet.jpg
Coriolanus,William Shakespeare,1734,drama,http://covers.openlibrary.org/b/id/8222112-L.jpg,book_covers\2581_Coriolanus.jpg
King Henry VIII,William Shakespeare,1670,drama,http://covers.openlibrary.org/b/id/7897086-L.jpg,book_covers\2582_King_Henry_VIII.jpg
Cyrano de Bergerac,Edmond Rostand,1821,drama,http://covers.openlibrary.org/b/id/8236320-L.jpg,book_covers\2583_Cyrano_de_Bergerac.jpg
Daddy-Long-Legs,Jean Webster,1912,drama,http://covers.openlibrary.org/b/id/8266414-L.jpg,book_covers\2584_Daddy-Long-Legs.jpg
She Stoops To Conquer,Oliver Goldsmith,1773,drama,http://covers.openlibrary.org/b/id/251839-L.jpg,book_covers\2585_She_Stoops_To_Conquer.jpg
