title,authors,year,subject,cover_url,filename,doc_id,dominant_color,surrogate_text
Flush,"Virginia Woolf, Eileen Atkins, Katyuli Lloyd, Jose KING, Jordi Fernando, Rafael Vázquez Zamora",1694,biography,http://covers.openlibrary.org/b/id/116161-L.jpg,book_covers\2015_Flush.jpg,2015,"rgb(155, 95, 86)","Flush Virginia Woolf, Eileen Atkins, Katyuli Lloyd, Jose KING, Jordi Fernando, Rafael Vázquez Zamora biography 1694 rgb(155, 95, 86)"
Ben Hur,Lew Wallace,1800,biography,http://covers.openlibrary.org/b/id/6456470-L.jpg,book_covers\2016_Ben_Hur.jpg,2016,"rgb(89, 73, 55)","Ben Hur Lew Wallace biography 1800 rgb(89, 73, 55)"
Poems by John Keats,John Keats,1800,biography,http://covers.openlibrary.org/b/id/5635209-L.jpg,book_covers\2017_Poems_by_John_Keats.jpg,2017,"rgb(240, 237, 215)","Poems by John Keats John Keats biography 1800 rgb(240, 237, 215)"
Typee,Herman Melville,1840,biography,http://covers.openlibrary.org/b/id/9341648-L.jpg,book_covers\2018_Typee.jpg,2018,"rgb(108, 16, 15)","Typee Herman Melville biography 1840 rgb(108, 16, 15)"
A Tramp Abroad,Mark Twain,1878,biography,http://covers.openlibrary.org/b/id/9168741-L.jpg,book_covers\2019_A_Tramp_Abroad.jpg,2019,"rgb(34, 27, 15)","A Tramp Abroad Mark Twain biography 1878 rgb(34, 27, 15)"
Autobiography of a Yogi,Yogananda Paramahansa,1946,biography,http://covers.openlibrary.org/b/id/805448-L.jpg,book_covers\2020_Autobiography_of_a_Yogi.jpg,2020,"rgb(120, 138, 163)","Autobiography of a Yogi Yogananda Paramahansa biography 1946 rgb(120, 138, 163)"
American notes,"Charles Dickens, Diana C. Archibald",1800,biography,http://covers.openlibrary.org/b/id/8236357-L.jpg,book_covers\2021_American_notes.jpg,2021,"rgb(143, 91, 50)","American notes Charles Dickens, Diana C. Archibald biography 1800 rgb(143, 91, 50)"
The education of Henry Adams,Henry Adams,1777,biography,http://covers.openlibrary.org/b/id/8232012-L.jpg,book_covers\2022_The_education_of_Henry_Adams.jpg,2022,"rgb(160, 146, 117)","The education of Henry Adams Henry Adams biography 1777 rgb(160, 146, 117)"
The Man Without a Country,Edward Everett Hale,1865,biography,http://covers.openlibrary.org/b/id/8239495-L.jpg,book_covers\2023_The_Man_Without_a_Country.jpg,2023,"rgb(147, 129, 113)","The Man Without a Country Edward Everett Hale biography 1865 rgb(147, 129, 113)"
Hospital Sketches,Louisa May Alcott,1863,biography,http://covers.openlibrary.org/b/id/8029754-L.jpg,book_covers\2024_Hospital_Sketches.jpg,2024,"rgb(250, 242, 229)","Hospital Sketches Louisa May Alcott biography 1863 rgb(250, 242, 229)"
Diary,Samuel Pepys,1825,biography,http://covers.openlibrary.org/b/id/12742285-L.jpg,book_covers\2025_Diary.jpg,2025,"rgb(33, 67, 105)","Diary Samuel Pepys biography 1825 rgb(33, 67, 105)"
Das Schloß,Franz Kafka,1926,biography,http://covers.openlibrary.org/b/id/12605605-L.jpg,book_covers\2026_Das_Schloß.jpg,2026,error_reading,Das Schloß Franz Kafka biography 1926 error_reading
My life and work,"Ford, Henry, Henry Ford, Samuel Crowther, Henry, Ford, Ford Henry 1863-1947, Mrs Henry Ford, E. Kalita, Ford, Henry, Crowther, Samuel, Henry Henry Ford, Samuel Crowther",1922,biography,http://covers.openlibrary.org/b/id/1200056-L.jpg,book_covers\2027_My_life_and_work.jpg,2027,"rgb(46, 80, 67)","My life and work Ford, Henry, Henry Ford, Samuel Crowther, Henry, Ford, Ford Henry 1863-1947, Mrs Henry Ford, E. Kalita, Ford, Henry, Crowther, Samuel, Henry Henry Ford, Samuel Crowther biography 1922 rgb(46, 80, 67)"
Mademoiselle Fifi,Guy de Maupassant,1882,biography,http://covers.openlibrary.org/b/id/6468088-L.jpg,book_covers\2028_Mademoiselle_Fifi.jpg,2028,"rgb(177, 166, 142)","Mademoiselle Fifi Guy de Maupassant biography 1882 rgb(177, 166, 142)"
The Hudson Bay Company,"Robert Michael Ballantyne, Thomas Nelson and Sons",1848,biography,http://covers.openlibrary.org/b/id/1802733-L.jpg,book_covers\2029_The_Hudson_Bay_Company.jpg,2029,"rgb(245, 225, 158)","The Hudson Bay Company Robert Michael Ballantyne, Thomas Nelson and Sons biography 1848 rgb(245, 225, 158)"
Life on the Mississippi,Mark Twain,1883,biography,http://covers.openlibrary.org/b/id/9164717-L.jpg,book_covers\2030_Life_on_the_Mississippi.jpg,2030,"rgb(46, 32, 17)","Life on the Mississippi Mark Twain biography 1883 rgb(46, 32, 17)"
Paul Klee,Paul Klee,1930,biography,http://covers.openlibrary.org/b/id/13174486-L.jpg,book_covers\2031_Paul_Klee.jpg,2031,"rgb(124, 92, 50)","Paul Klee Paul Klee biography 1930 rgb(124, 92, 50)"
Henry Moore,"David Sylvester, Henry Moore, J. Hedgecoe, Alan Bowness, Herbert Edward Read, Ann Garrould",1934,biography,http://covers.openlibrary.org/b/id/1604103-L.jpg,book_covers\2032_Henry_Moore.jpg,2032,"rgb(164, 158, 163)","Henry Moore David Sylvester, Henry Moore, J. Hedgecoe, Alan Bowness, Herbert Edward Read, Ann Garrould biography 1934 rgb(164, 158, 163)"
"The adventures of Captain Bonneville, U.S.A.","Washington Irving, Benjamin Louis Eulalie De Bonneville",1800,biography,http://covers.openlibrary.org/b/id/8233401-L.jpg,"book_covers\2033_The_adventures_of_Captain_Bonneville,_U.S.A..jpg",2033,"rgb(242, 234, 222)","The adventures of Captain Bonneville, U.S.A. Washington Irving, Benjamin Louis Eulalie De Bonneville biography 1800 rgb(242, 234, 222)"
Exercitia spiritualia,"Saint Ignatius of Loyola, Aloysio R.P Bellecio, Ignatius., William, S.J. Reiser",1548,biography,http://covers.openlibrary.org/b/id/8027976-L.jpg,book_covers\2034_Exercitia_spiritualia.jpg,2034,"rgb(169, 152, 112)","Exercitia spiritualia Saint Ignatius of Loyola, Aloysio R.P Bellecio, Ignatius., William, S.J. Reiser biography 1548 rgb(169, 152, 112)"
Dei delitte e delle pene,Cesare Beccaria,1764,biography,http://covers.openlibrary.org/b/id/8553099-L.jpg,book_covers\2035_Dei_delitte_e_delle_pene.jpg,2035,"rgb(122, 114, 118)","Dei delitte e delle pene Cesare Beccaria biography 1764 rgb(122, 114, 118)"
Paul et Virginie,Bernardin de Saint-Pierre,1789,biography,http://covers.openlibrary.org/b/id/8243325-L.jpg,book_covers\2036_Paul_et_Virginie.jpg,2036,"rgb(151, 144, 85)","Paul et Virginie Bernardin de Saint-Pierre biography 1789 rgb(151, 144, 85)"
Elizabeth and Her German Garden,"Elizabeth von Arnim, Ulrich Baer",1898,biography,http://covers.openlibrary.org/b/id/652095-L.jpg,book_covers\2037_Elizabeth_and_Her_German_Garden.jpg,2037,"rgb(65, 61, 52)","Elizabeth and Her German Garden Elizabeth von Arnim, Ulrich Baer biography 1898 rgb(65, 61, 52)"
An autobiography,"Mohandas Karamchand Gandhi, Mahadev Desai, Tridip Suhrud, Bill Wallace, D. Fog, Emi K, Beatrice Tanaka, Muriel Muller, Shekhar Verma",1927,biography,http://covers.openlibrary.org/b/id/108086-L.jpg,book_covers\2038_An_autobiography.jpg,2038,"rgb(219, 215, 209)","An autobiography Mohandas Karamchand Gandhi, Mahadev Desai, Tridip Suhrud, Bill Wallace, D. Fog, Emi K, Beatrice Tanaka, Muriel Muller, Shekhar Verma biography 1927 rgb(219, 215, 209)"
History of Alexander the Great,Jacob Abbott,1848,biography,http://covers.openlibrary.org/b/id/6946256-L.jpg,book_covers\2039_History_of_Alexander_the_Great.jpg,2039,"rgb(148, 118, 66)","History of Alexander the Great Jacob Abbott biography 1848 rgb(148, 118, 66)"
Oliver Goldsmith,Washington Irving,1840,biography,http://covers.openlibrary.org/b/id/8242982-L.jpg,book_covers\2040_Oliver_Goldsmith.jpg,2040,"rgb(112, 68, 26)","Oliver Goldsmith Washington Irving biography 1840 rgb(112, 68, 26)"
De officiis,Cicero,1465,biography,http://covers.openlibrary.org/b/id/6487218-L.jpg,book_covers\2041_De_officiis.jpg,2041,"rgb(207, 200, 166)","De officiis Cicero biography 1465 rgb(207, 200, 166)"
A Mind That Found Itself,Clifford Whittingham Beers,1908,biography,http://covers.openlibrary.org/b/id/10857476-L.jpg,book_covers\2042_A_Mind_That_Found_Itself.jpg,2042,"rgb(49, 53, 39)","A Mind That Found Itself Clifford Whittingham Beers biography 1908 rgb(49, 53, 39)"
"Margaret Ogilvy, and others",J. M. Barrie,1896,biography,http://covers.openlibrary.org/b/id/5748062-L.jpg,"book_covers\2043_Margaret_Ogilvy,_and_others.jpg",2043,"rgb(240, 226, 195)","Margaret Ogilvy, and others J. M. Barrie biography 1896 rgb(240, 226, 195)"
Bambi (First Colouring Tall),"Felix Salten, Walt Disney, Benjamin Lacombe, Nicolas Waquet, Christine Palluy, Carine Hinder, Jack Zipes, Weise Kurt, Whittaker Chambers, Begoña G. Arce, María Alonso Seisdedos",1861,biography,http://covers.openlibrary.org/b/id/7153939-L.jpg,book_covers\2044_Bambi_(First_Colouring_Tall).jpg,2044,"rgb(35, 57, 41)","Bambi (First Colouring Tall) Felix Salten, Walt Disney, Benjamin Lacombe, Nicolas Waquet, Christine Palluy, Carine Hinder, Jack Zipes, Weise Kurt, Whittaker Chambers, Begoña G. Arce, María Alonso Seisdedos biography 1861 rgb(35, 57, 41)"
Houghton Mifflin the Nation's Choice,Houghton Mifflin Company Staff,2000,biography,http://covers.openlibrary.org/b/id/13518382-L.jpg,book_covers\2045_Houghton_Mifflin_the_Nation's_Choice.jpg,2045,"rgb(211, 111, 40)","Houghton Mifflin the Nation's Choice Houghton Mifflin Company Staff biography 2000 rgb(211, 111, 40)"
The lives of the XII. Cæsars,"Suetonius, R. E. J. Fitzpatrick",1470,biography,http://covers.openlibrary.org/b/id/8242755-L.jpg,book_covers\2046_The_lives_of_the_XII._Cæsars.jpg,2046,error_reading,"The lives of the XII. Cæsars Suetonius, R. E. J. Fitzpatrick biography 1470 error_reading"
The Life of Charlotte Bronte,Elizabeth Cleghorn Gaskell,1857,biography,http://covers.openlibrary.org/b/id/2748823-L.jpg,book_covers\2047_The_Life_of_Charlotte_Bronte.jpg,2047,"rgb(252, 252, 252)","The Life of Charlotte Bronte Elizabeth Cleghorn Gaskell biography 1857 rgb(252, 252, 252)"
"Seven pillars of wisdom, a triumph",T. E. Lawrence,1905,biography,http://covers.openlibrary.org/b/id/1448352-L.jpg,"book_covers\2048_Seven_pillars_of_wisdom,_a_triumph.jpg",2048,"rgb(247, 220, 125)","Seven pillars of wisdom, a triumph T. E. Lawrence biography 1905 rgb(247, 220, 125)"
Cyropaedia,Xenophon,1527,biography,http://covers.openlibrary.org/b/id/6062894-L.jpg,book_covers\2049_Cyropaedia.jpg,2049,"rgb(196, 160, 91)","Cyropaedia Xenophon biography 1527 rgb(196, 160, 91)"
Dictionary of National Biography,"George Murray Smith, Sir Sidney Lee, Sir Leslie Stephen",1885,biography,http://covers.openlibrary.org/b/id/1276873-L.jpg,book_covers\2050_Dictionary_of_National_Biography.jpg,2050,"rgb(87, 34, 28)","Dictionary of National Biography George Murray Smith, Sir Sidney Lee, Sir Leslie Stephen biography 1885 rgb(87, 34, 28)"
The Second World War,Winston S. Churchill,1948,biography,http://covers.openlibrary.org/b/id/7347623-L.jpg,book_covers\2051_The_Second_World_War.jpg,2051,"rgb(38, 31, 35)","The Second World War Winston S. Churchill biography 1948 rgb(38, 31, 35)"
Grace abounding to the chief of sinners,John Bunyan,1666,biography,http://covers.openlibrary.org/b/id/8241323-L.jpg,book_covers\2052_Grace_abounding_to_the_chief_of_sinners.jpg,2052,"rgb(71, 61, 25)","Grace abounding to the chief of sinners John Bunyan biography 1666 rgb(71, 61, 25)"
Adolphe,"Benjamin Constant, B. Constant, Benjamin Constant, Nicolson, Harold George Sir, Carl Wildman",1817,biography,http://covers.openlibrary.org/b/id/2154092-L.jpg,book_covers\2053_Adolphe.jpg,2053,"rgb(103, 103, 91)","Adolphe Benjamin Constant, B. Constant, Benjamin Constant, Nicolson, Harold George Sir, Carl Wildman biography 1817 rgb(103, 103, 91)"
Their Wedding Journey,William Dean Howells,1872,biography,http://covers.openlibrary.org/b/id/14822344-L.jpg,book_covers\2054_Their_Wedding_Journey.jpg,2054,"rgb(61, 53, 32)","Their Wedding Journey William Dean Howells biography 1872 rgb(61, 53, 32)"
"The journals of André Gide, 1889-1949","André Gide, Laura Freixas, Ignacio Vidal-Folch Balanzo, Ignacio Vidal-Folch Balanzo",1939,biography,http://covers.openlibrary.org/b/id/6519760-L.jpg,"book_covers\2055_The_journals_of_André_Gide,_1889-1949.jpg",2055,error_reading,"The journals of André Gide, 1889-1949 André Gide, Laura Freixas, Ignacio Vidal-Folch Balanzo, Ignacio Vidal-Folch Balanzo biography 1939 error_reading"
Apologia pro vita sua,John Henry Newman,1860,biography,http://covers.openlibrary.org/b/id/8242161-L.jpg,book_covers\2056_Apologia_pro_vita_sua.jpg,2056,"rgb(107, 100, 84)","Apologia pro vita sua John Henry Newman biography 1860 rgb(107, 100, 84)"
20 Years at Hull House,Jane Addams,1910,biography,http://covers.openlibrary.org/b/id/700557-L.jpg,book_covers\2057_20_Years_at_Hull_House.jpg,2057,"rgb(160, 158, 158)","20 Years at Hull House Jane Addams biography 1910 rgb(160, 158, 158)"
Columbus,Washington Irving,1800,biography,http://covers.openlibrary.org/b/id/5890614-L.jpg,book_covers\2058_Columbus.jpg,2058,"rgb(182, 169, 148)","Columbus Washington Irving biography 1800 rgb(182, 169, 148)"
Memoirs of Gen. William T. Sherman,William T. Sherman,1875,biography,http://covers.openlibrary.org/b/id/2839030-L.jpg,book_covers\2059_Memoirs_of_Gen._William_T._Sherman.jpg,2059,"rgb(179, 105, 73)","Memoirs of Gen. William T. Sherman William T. Sherman biography 1875 rgb(179, 105, 73)"
Vincent van Gogh,"Vincent van Gogh, Colta Ives, Sjraar van Heugten, Marije Vellekoop, Ingo F. Walther, Rainer Metzger, Louis van Tilborgh, Johannes von Uitert, Schapiro, Meyer",1914,biography,http://covers.openlibrary.org/b/id/4703873-L.jpg,book_covers\2060_Vincent_van_Gogh.jpg,2060,"rgb(100, 95, 64)","Vincent van Gogh Vincent van Gogh, Colta Ives, Sjraar van Heugten, Marije Vellekoop, Ingo F. Walther, Rainer Metzger, Louis van Tilborgh, Johannes von Uitert, Schapiro, Meyer biography 1914 rgb(100, 95, 64)"
The Travels of Marco Polo,Marco Polo,1818,biography,http://covers.openlibrary.org/b/id/8237917-L.jpg,book_covers\2061_The_Travels_of_Marco_Polo.jpg,2061,"rgb(153, 133, 129)","The Travels of Marco Polo Marco Polo biography 1818 rgb(153, 133, 129)"
Max Ernst,"Max Ernst, Werner Spies, Fabrice Hergott, Doris Krystof, Günter Metken",1956,biography,http://covers.openlibrary.org/b/id/7879121-L.jpg,book_covers\2062_Max_Ernst.jpg,2062,"rgb(170, 70, 34)","Max Ernst Max Ernst, Werner Spies, Fabrice Hergott, Doris Krystof, Günter Metken biography 1956 rgb(170, 70, 34)"
Sanctuary,William Faulkner,1931,biography,http://covers.openlibrary.org/b/id/13105623-L.jpg,book_covers\2063_Sanctuary.jpg,2063,"rgb(161, 151, 132)","Sanctuary William Faulkner biography 1931 rgb(161, 151, 132)"
Aus meinem Leben,Johann Wolfgang von Goethe,1800,biography,http://covers.openlibrary.org/b/id/8237921-L.jpg,book_covers\2064_Aus_meinem_Leben.jpg,2064,"rgb(51, 37, 33)","Aus meinem Leben Johann Wolfgang von Goethe biography 1800 rgb(51, 37, 33)"
Eyewitness,DK Publishing,2000,biography,http://covers.openlibrary.org/b/id/552862-L.jpg,book_covers\2065_Eyewitness.jpg,2065,"rgb(189, 180, 172)","Eyewitness DK Publishing biography 2000 rgb(189, 180, 172)"
Complete Works of W. R. Bion,"W. R. Bion, Chris Mawson",2014,biography,http://covers.openlibrary.org/b/id/13227090-L.jpg,book_covers\2066_Complete_Works_of_W._R._Bion.jpg,2066,"rgb(69, 102, 86)","Complete Works of W. R. Bion W. R. Bion, Chris Mawson biography 2014 rgb(69, 102, 86)"
Black Beauty,Anna Sewell,1877,biography,http://covers.openlibrary.org/b/id/5007492-L.jpg,book_covers\2067_Black_Beauty.jpg,2067,"rgb(178, 175, 121)","Black Beauty Anna Sewell biography 1877 rgb(178, 175, 121)"
Backwoods of Canada,"Catherine Parr Traill, Michael A. Peterman",1836,biography,http://covers.openlibrary.org/b/id/2879771-L.jpg,book_covers\2068_Backwoods_of_Canada.jpg,2068,"rgb(184, 199, 220)","Backwoods of Canada Catherine Parr Traill, Michael A. Peterman biography 1836 rgb(184, 199, 220)"
Awful disclosures of Maria Monk,"Maria Monk, Hoyte Hoyte",1800,biography,http://covers.openlibrary.org/b/id/5595700-L.jpg,book_covers\2069_Awful_disclosures_of_Maria_Monk.jpg,2069,"rgb(180, 136, 110)","Awful disclosures of Maria Monk Maria Monk, Hoyte Hoyte biography 1800 rgb(180, 136, 110)"
Goethe's Werke,Johann Wolfgang von Goethe,1800,biography,http://covers.openlibrary.org/b/id/5760460-L.jpg,book_covers\2070_Goethe's_Werke.jpg,2070,"rgb(150, 126, 114)","Goethe's Werke Johann Wolfgang von Goethe biography 1800 rgb(150, 126, 114)"
The works of Robert Burns,Robert Burns,1800,biography,http://covers.openlibrary.org/b/id/5792560-L.jpg,book_covers\2071_The_works_of_Robert_Burns.jpg,2071,"rgb(221, 209, 182)","The works of Robert Burns Robert Burns biography 1800 rgb(221, 209, 182)"
Mémoires,Giacomo Casanova,1830,biography,http://covers.openlibrary.org/b/id/9556873-L.jpg,book_covers\2072_Mémoires.jpg,2072,error_reading,Mémoires Giacomo Casanova biography 1830 error_reading
Army Life in a Black Regiment,Thomas Wentworth Higginson,1870,biography,http://covers.openlibrary.org/b/id/6124732-L.jpg,book_covers\2073_Army_Life_in_a_Black_Regiment.jpg,2073,"rgb(246, 246, 246)","Army Life in a Black Regiment Thomas Wentworth Higginson biography 1870 rgb(246, 246, 246)"
Tuesdays with Morrie,Mitch Albom,1994,biography,http://covers.openlibrary.org/b/id/12560417-L.jpg,book_covers\2074_Tuesdays_with_Morrie.jpg,2074,"rgb(180, 159, 115)","Tuesdays with Morrie Mitch Albom biography 1994 rgb(180, 159, 115)"
Memorabilia,Xenophon,1650,biography,http://covers.openlibrary.org/b/id/6828030-L.jpg,book_covers\2075_Memorabilia.jpg,2075,"rgb(190, 177, 139)","Memorabilia Xenophon biography 1650 rgb(190, 177, 139)"
Vitae excellentium imperatorum,Cornelius Nepos,1594,biography,http://covers.openlibrary.org/b/id/9158291-L.jpg,book_covers\2076_Vitae_excellentium_imperatorum.jpg,2076,"rgb(233, 233, 226)","Vitae excellentium imperatorum Cornelius Nepos biography 1594 rgb(233, 233, 226)"
Homage to Catalonia,George Orwell,1938,biography,http://covers.openlibrary.org/b/id/7282177-L.jpg,book_covers\2077_Homage_to_Catalonia.jpg,2077,"rgb(104, 104, 105)","Homage to Catalonia George Orwell biography 1938 rgb(104, 104, 105)"
The life of Washington,"Mason Locke Weems, William Holmes McGuffey",1800,biography,http://covers.openlibrary.org/b/id/5903584-L.jpg,book_covers\2078_The_life_of_Washington.jpg,2078,"rgb(208, 190, 153)","The life of Washington Mason Locke Weems, William Holmes McGuffey biography 1800 rgb(208, 190, 153)"
Biographia literaria,Samuel Taylor Coleridge,1817,biography,http://covers.openlibrary.org/b/id/1813198-L.jpg,book_covers\2079_Biographia_literaria.jpg,2079,"rgb(108, 7, 6)","Biographia literaria Samuel Taylor Coleridge biography 1817 rgb(108, 7, 6)"
... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,1946,biography,http://covers.openlibrary.org/b/id/8516506-L.jpg,book_covers\2080_..._Trotzdem_Ja_zum_Leben_sagen.jpg,2080,"rgb(180, 180, 190)","... Trotzdem Ja zum Leben sagen Viktor E. Frankl biography 1946 rgb(180, 180, 190)"
A Farewell to Arms,Ernest Hemingway,1929,biography,http://covers.openlibrary.org/b/id/7226599-L.jpg,book_covers\2081_A_Farewell_to_Arms.jpg,2081,"rgb(80, 75, 45)","A Farewell to Arms Ernest Hemingway biography 1929 rgb(80, 75, 45)"
Pictures from Italy,Charles Dickens,1846,biography,http://covers.openlibrary.org/b/id/9280483-L.jpg,book_covers\2082_Pictures_from_Italy.jpg,2082,"rgb(131, 81, 42)","Pictures from Italy Charles Dickens biography 1846 rgb(131, 81, 42)"
Детство; Отрочество; Юность,Лев Толстой,1862,biography,http://covers.openlibrary.org/b/id/8240391-L.jpg,book_covers\2083_Детство;_Отрочество;_Юность.jpg,2083,error_reading,Детство; Отрочество; Юность Лев Толстой biography 1862 error_reading
Gorin no sho,"Miyamoto Musashi, William Scott Wilson, Kenji Tokitsu, Brian Nishii, jose manquel, Karlo Toreles",1963,biography,http://covers.openlibrary.org/b/id/6621293-L.jpg,book_covers\2084_Gorin_no_sho.jpg,2084,"rgb(167, 152, 132)","Gorin no sho Miyamoto Musashi, William Scott Wilson, Kenji Tokitsu, Brian Nishii, jose manquel, Karlo Toreles biography 1963 rgb(167, 152, 132)"
Marc Chagall,"Marc Chagall, Evgenija Petrova, Aleksandra Shatskikh",1948,biography,http://covers.openlibrary.org/b/id/723472-L.jpg,book_covers\2085_Marc_Chagall.jpg,2085,"rgb(105, 158, 123)","Marc Chagall Marc Chagall, Evgenija Petrova, Aleksandra Shatskikh biography 1948 rgb(105, 158, 123)"
Legenda aurea,"Jacobus de Voragine, William Caxton",1476,biography,http://covers.openlibrary.org/b/id/6284843-L.jpg,book_covers\2086_Legenda_aurea.jpg,2086,"rgb(149, 125, 89)","Legenda aurea Jacobus de Voragine, William Caxton biography 1476 rgb(149, 125, 89)"
Le Diable amoureux,Jacques Cazotte,1772,biography,http://covers.openlibrary.org/b/id/11335668-L.jpg,book_covers\2087_Le_Diable_amoureux.jpg,2087,"rgb(150, 172, 164)","Le Diable amoureux Jacques Cazotte biography 1772 rgb(150, 172, 164)"
Recollections and Letters of Robert E. Lee,"Robert E. Lee, Robert E. Lee",1904,biography,http://covers.openlibrary.org/b/id/6053381-L.jpg,book_covers\2088_Recollections_and_Letters_of_Robert_E._Lee.jpg,2088,"rgb(234, 226, 196)","Recollections and Letters of Robert E. Lee Robert E. Lee, Robert E. Lee biography 1904 rgb(234, 226, 196)"
Life and times of Frederick Douglass,"Frederick Douglass, Mr.George L. Ruffin, Celeste-Marie Bernier, Andrew Taylor",1881,biography,http://covers.openlibrary.org/b/id/14811915-L.jpg,book_covers\2089_Life_and_times_of_Frederick_Douglass.jpg,2089,"rgb(96, 34, 34)","Life and times of Frederick Douglass Frederick Douglass, Mr.George L. Ruffin, Celeste-Marie Bernier, Andrew Taylor biography 1881 rgb(96, 34, 34)"
Vita di Benvenuto Cellini,Benvenuto Cellini,1728,biography,http://covers.openlibrary.org/b/id/9230254-L.jpg,book_covers\2090_Vita_di_Benvenuto_Cellini.jpg,2090,"rgb(239, 229, 190)","Vita di Benvenuto Cellini Benvenuto Cellini biography 1728 rgb(239, 229, 190)"
Historia verdadera de la conquista de la Nueva España,Bernal Díaz del Castillo,1632,biography,http://covers.openlibrary.org/b/id/5858039-L.jpg,book_covers\2091_Historia_verdadera_de_la_conquista_de_la_Nueva_España.jpg,2091,error_reading,Historia verdadera de la conquista de la Nueva España Bernal Díaz del Castillo biography 1632 error_reading
Vies des dames galantes,"Pierre de Bourdeille, seigneur de Brantôme",1722,biography,http://covers.openlibrary.org/b/id/5750631-L.jpg,book_covers\2092_Vies_des_dames_galantes.jpg,2092,"rgb(250, 248, 184)","Vies des dames galantes Pierre de Bourdeille, seigneur de Brantôme biography 1722 rgb(250, 248, 184)"
Van Gogh,Federico Zeri,1937,biography,http://covers.openlibrary.org/b/id/773443-L.jpg,book_covers\2093_Van_Gogh.jpg,2093,"rgb(98, 87, 74)","Van Gogh Federico Zeri biography 1937 rgb(98, 87, 74)"
"Vite de' più eccellenti pittori, scultori et architettori","Giorgio Vasari, Peter Murray",1759,biography,http://covers.openlibrary.org/b/id/5883089-L.jpg,"book_covers\2094_Vite_de'_più_eccellenti_pittori,_scultori_et_architettori.jpg",2094,error_reading,"Vite de' più eccellenti pittori, scultori et architettori Giorgio Vasari, Peter Murray biography 1759 error_reading"
Father Henson's Story of His Own Life,"Josiah Henson, George Sturge, Eliot, Samuel Atkins, Samuel Eliot, Eric Ashley Hairston",1849,biography,http://covers.openlibrary.org/b/id/5590858-L.jpg,book_covers\2095_Father_Henson's_Story_of_His_Own_Life.jpg,2095,"rgb(248, 249, 231)","Father Henson's Story of His Own Life Josiah Henson, George Sturge, Eliot, Samuel Atkins, Samuel Eliot, Eric Ashley Hairston biography 1849 rgb(248, 249, 231)"
Histoire de Charles XII,Voltaire,1731,biography,http://covers.openlibrary.org/b/id/8242944-L.jpg,book_covers\2096_Histoire_de_Charles_XII.jpg,2096,"rgb(240, 240, 240)","Histoire de Charles XII Voltaire biography 1731 rgb(240, 240, 240)"
Henri Matisse,"Henri Matisse, Olivier Berggruen, Max Hollein",1920,biography,http://covers.openlibrary.org/b/id/1025777-L.jpg,book_covers\2097_Henri_Matisse.jpg,2097,"rgb(159, 141, 134)","Henri Matisse Henri Matisse, Olivier Berggruen, Max Hollein biography 1920 rgb(159, 141, 134)"
The works of Washington Irving,Washington Irving,1800,biography,http://covers.openlibrary.org/b/id/8242347-L.jpg,book_covers\2098_The_works_of_Washington_Irving.jpg,2098,"rgb(29, 24, 19)","The works of Washington Irving Washington Irving biography 1800 rgb(29, 24, 19)"
Leonardo,"Leonardo da Vinci, Kunster, Erfinder, Wissenschaftler, Michael Desmond, Carlo Pedretti",1946,biography,http://covers.openlibrary.org/b/id/919361-L.jpg,book_covers\2099_Leonardo.jpg,2099,"rgb(52, 96, 145)","Leonardo Leonardo da Vinci, Kunster, Erfinder, Wissenschaftler, Michael Desmond, Carlo Pedretti biography 1946 rgb(52, 96, 145)"
Actes and monuments,John Foxe,1563,biography,http://covers.openlibrary.org/b/id/5948997-L.jpg,book_covers\2100_Actes_and_monuments.jpg,2100,"rgb(203, 166, 119)","Actes and monuments John Foxe biography 1563 rgb(203, 166, 119)"
Edvard Munch,"Edvard Munch, Christoph Asendorf, Marian Bisanz-Prakken, Albrecht Schröder, Albertina Wien, Dieter Buchhart, Antonia Hoerschelmann, Frank Hoifodt, Iris Müller-Westermann, Gerd Woll, Arne Eggum, Reinhold Heller, Carla Lathe",1927,biography,http://covers.openlibrary.org/b/id/6748093-L.jpg,book_covers\2101_Edvard_Munch.jpg,2101,error_reading,"Edvard Munch Edvard Munch, Christoph Asendorf, Marian Bisanz-Prakken, Albrecht Schröder, Albertina Wien, Dieter Buchhart, Antonia Hoerschelmann, Frank Hoifodt, Iris Müller-Westermann, Gerd Woll, Arne Eggum, Reinhold Heller, Carla Lathe biography 1927 error_reading"
Picasso,William S. Lieberman,1930,biography,http://covers.openlibrary.org/b/id/2238081-L.jpg,book_covers\2102_Picasso.jpg,2102,"rgb(185, 176, 155)","Picasso William S. Lieberman biography 1930 rgb(185, 176, 155)"
Архипелаг ГУЛАГ,Александр Исаевич Солженицын,1970,biography,http://covers.openlibrary.org/b/id/12715912-L.jpg,book_covers\2103_Архипелаг_ГУЛАГ.jpg,2103,error_reading,Архипелаг ГУЛАГ Александр Исаевич Солженицын biography 1970 error_reading
Way to wealth,Benjamin Franklin,1758,biography,http://covers.openlibrary.org/b/id/6112107-L.jpg,book_covers\2104_Way_to_wealth.jpg,2104,"rgb(210, 209, 183)","Way to wealth Benjamin Franklin biography 1758 rgb(210, 209, 183)"
